market_ticker,series,family,class,timestamp,track,arm,prior_outcome,streak_direction,streak_length,strike,spot,z_dir,model_prob_yes,market_yes_bid,market_yes_ask,exec_price,edge,fee,slippage,side,size,kelly_units,resolution,gross_pnl,net_pnl,split
KXMLBTOTAL-26AUG131605CHCWSH-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-13T21:24:25Z,A,A0,yes,yes,1,6.5,,,0.670567,81,89,19,10.9433,2,1,no,1,2,yes,-19,-22,holdout
KXMLBTOTAL-26AUG131605CHCWSH-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-13T21:34:27Z,A,A0,no,no,2,9.5,,,0.392086,52,58,48,9.7914,2,1,no,1,3,no,52,49,holdout
KXMLBTOTAL-26AUG131605CHCWSH-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-13T21:34:27Z,A,A0,no,no,3,7.5,,,0.551732,79,84,21,20.8268,2,1,no,1,3,no,79,76,holdout
KXMLBTOTAL-26AUG131605CHCWSH-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-13T21:34:28Z,A,A0,no,no,2,10.5,,,0.321956,39,44,61,3.8044,2,1,no,1,2,no,39,36,holdout
KXMLBTOTAL-26AUG131930PHIMIN-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-13T23:59:40Z,A,A0,yes,yes,2,4.5,,,0.840914,95,98,5,8.9086,1,1,no,1,1,yes,-5,-7,holdout
KXMLBTOTAL-26AUG131930PHIMIN-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-13T23:59:40Z,A,A0,yes,yes,2,5.5,,,0.739294,88,91,12,12.0706,1,1,no,1,1,yes,-12,-14,holdout
KXMLBTOTAL-26AUG131930PHIMIN-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T00:59:45Z,A,A0,yes,yes,2,6.5,,,0.670567,96,98,4,26.9433,1,1,no,1,3,yes,-4,-6,holdout
KXMLBTOTAL-26AUG131930PHIMIN-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T00:59:46Z,A,A0,no,no,4,7.5,,,0.551732,89,91,11,31.8268,1,1,no,1,4,yes,-11,-13,holdout
KXMLBTOTAL-26AUG131930PHIMIN-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-14T01:29:37Z,A,A0,no,no,3,12.5,,,0.253122,15,16,16,7.3122,1,1,yes,1,1,no,-16,-18,holdout
KXMLBTOTAL-26AUG131930PHIMIN-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T01:29:37Z,A,A0,no,no,3,8.5,,,0.469713,55,56,45,5.0287,2,1,no,1,1,no,55,52,holdout
KXMLBTOTAL-26AUG131930PHIMIN-14,KXMLBTOTAL,KXMLBTOTAL|14,BASEBALL_TOTAL,2026-08-14T01:29:38Z,A,A0,yes,yes,1,13.5,,,0.300533,9,11,11,17.0533,1,1,yes,1,2,no,-11,-13,holdout
KXMLBTOTAL-26AUG132210MILLAD-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-14T02:59:50Z,A,A0,yes,yes,4,3.5,,,0.885006,69,70,70,15.5006,2,1,yes,1,4,yes,30,27,holdout
KXMLBTOTAL-26AUG132210MILLAD-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-14T02:59:50Z,A,A0,yes,yes,4,4.5,,,0.840914,58,59,59,22.0914,2,1,yes,1,4,yes,41,38,holdout
KXMLBTOTAL-26AUG132210MILLAD-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-14T02:59:50Z,A,A0,yes,yes,4,5.5,,,0.739294,43,44,44,26.9294,2,1,yes,1,4,yes,56,53,holdout
KXMLBTOTAL-26AUG132207TEXLAA-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T03:34:25Z,A,A0,yes,yes,3,6.5,,,0.670567,35,36,36,28.0567,2,1,yes,1,4,yes,64,61,holdout
KXMLBTOTAL-26AUG132207TEXLAA-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T03:59:48Z,A,A0,yes,yes,1,7.5,,,0.551732,78,79,22,19.8268,2,1,no,1,3,no,78,75,holdout
KXMLBTOTAL-26AUG132207TEXLAA-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T03:59:48Z,A,A0,no,no,4,8.5,,,0.469713,60,61,40,10.0287,2,1,no,1,2,no,60,57,holdout
KXMLBTOTAL-26AUG132207TEXLAA-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-14T03:59:49Z,A,A0,no,no,4,12.5,,,0.253122,15,17,17,6.3122,1,1,yes,1,1,no,-17,-19,holdout
KXMLBTOTAL-26AUG132210MILLAD-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,5,9.5,,,0.392086,13,15,15,22.2086,1,1,yes,1,3,no,-15,-17,holdout
KXMLBTOTAL-26AUG132210MILLAD-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,5,10.5,,,0.321956,7,8,8,22.1956,1,1,yes,1,3,no,-8,-10,holdout
KXMLBTOTAL-26AUG132210MILLAD-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,5,11.5,,,0.269824,4,6,6,18.9824,1,1,yes,1,2,no,-6,-8,holdout
KXMLBTOTAL-26AUG132210MILLAD-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,5,12.5,,,0.253122,2,4,4,19.3122,1,1,yes,1,2,no,-4,-6,holdout
KXMLBTOTAL-26AUG132210MILLAD-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,1,7.5,,,0.551732,36,37,37,15.1732,2,1,yes,1,3,yes,63,60,holdout
KXMLBTOTAL-26AUG132210MILLAD-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T04:09:39Z,A,A0,no,no,5,8.5,,,0.469713,24,25,25,18.9713,2,1,yes,1,3,yes,75,72,holdout
KXMLBTOTAL-26AUG141420STLCHC-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-14T19:04:32Z,A,A0,yes,yes,4,2.5,,,0.942514,84,86,86,6.2514,1,1,yes,1,4,yes,14,12,holdout
KXMLBTOTAL-26AUG141420STLCHC-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,no,no,6,9.5,,,0.392086,11,12,12,25.2086,1,1,yes,1,3,no,-12,-14,holdout
KXMLBTOTAL-26AUG141420STLCHC-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,no,no,6,10.5,,,0.321956,8,9,9,21.1956,1,1,yes,1,3,no,-9,-11,holdout
KXMLBTOTAL-26AUG141420STLCHC-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,yes,yes,5,4.5,,,0.840914,71,73,73,8.0914,2,1,yes,1,4,no,-73,-76,holdout
KXMLBTOTAL-26AUG141420STLCHC-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,yes,yes,5,5.5,,,0.739294,55,57,57,13.9294,2,1,yes,1,4,no,-57,-60,holdout
KXMLBTOTAL-26AUG141420STLCHC-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,yes,yes,5,6.5,,,0.670567,43,44,44,20.0567,2,1,yes,1,4,no,-44,-47,holdout
KXMLBTOTAL-26AUG141420STLCHC-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,yes,yes,1,7.5,,,0.551732,28,29,29,23.1732,2,1,yes,1,4,no,-29,-32,holdout
KXMLBTOTAL-26AUG141420STLCHC-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T19:59:49Z,A,A0,yes,yes,1,8.5,,,0.469713,19,20,20,23.9713,2,1,yes,1,4,no,-20,-23,holdout
KXMLBTOTAL-26AUG141420STLCHC-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-14T19:59:50Z,A,A0,no,no,6,11.5,,,0.269824,3,4,4,20.9824,1,1,yes,1,2,no,-4,-6,holdout
KXMLBTOTAL-26AUG141420STLCHC-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-14T19:59:50Z,A,A0,no,no,6,12.5,,,0.253122,2,3,3,20.3122,1,1,yes,1,2,no,-3,-5,holdout
KXMLBTOTAL-26AUG141910SDCLE-2,KXMLBTOTAL,KXMLBTOTAL|2,BASEBALL_TOTAL,2026-08-14T23:04:32Z,A,A0,yes,yes,30,1.5,,,0.902387,96,98,4,3.7613,1,1,no,1,1,yes,-4,-6,holdout
KXMLBTOTAL-26AUG141840BOSPIT-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-14T23:24:31Z,A,A0,yes,yes,2,4.5,,,0.840914,70,71,71,10.0914,2,1,yes,1,4,yes,29,26,holdout
KXMLBTOTAL-26AUG141840BOSPIT-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-14T23:24:31Z,A,A0,yes,yes,1,5.5,,,0.739294,54,55,55,15.9294,2,1,yes,1,4,yes,45,42,holdout
KXMLBTOTAL-26AUG141840BOSPIT-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T23:24:31Z,A,A0,yes,yes,1,6.5,,,0.670567,45,46,46,18.0567,2,1,yes,1,4,yes,54,51,holdout
KXMLBTOTAL-26AUG141840BOSPIT-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T23:24:31Z,A,A0,yes,yes,1,7.5,,,0.551732,33,34,34,18.1732,2,1,yes,1,4,yes,66,63,holdout
KXMLBTOTAL-26AUG141840BOSPIT-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T23:24:32Z,A,A0,yes,yes,1,8.5,,,0.469713,24,25,25,18.9713,2,1,yes,1,3,yes,75,72,holdout
KXMLBTOTAL-26AUG141810MIACIN-2,KXMLBTOTAL,KXMLBTOTAL|2,BASEBALL_TOTAL,2026-08-14T23:34:32Z,A,A0,yes,yes,31,1.5,,,0.902387,75,81,81,6.2387,2,1,yes,1,4,no,-81,-84,holdout
KXMLBTOTAL-26AUG141810MIACIN-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-14T23:34:33Z,A,A0,yes,yes,4,3.5,,,0.885006,40,43,43,42.5006,2,1,yes,1,4,no,-43,-46,holdout
KXMLBTOTAL-26AUG141810MIACIN-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-14T23:34:33Z,A,A0,yes,yes,3,4.5,,,0.840914,31,34,34,47.0914,2,1,yes,1,4,no,-34,-37,holdout
KXMLBTOTAL-26AUG141810MIACIN-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-14T23:34:33Z,A,A0,yes,yes,2,5.5,,,0.739294,19,25,25,45.9294,2,1,yes,1,4,no,-25,-28,holdout
KXMLBTOTAL-26AUG141810MIACIN-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T23:34:33Z,A,A0,yes,yes,2,6.5,,,0.670567,11,15,15,50.0567,1,1,yes,1,4,no,-15,-17,holdout
KXMLBTOTAL-26AUG141810MIACIN-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T23:34:33Z,A,A0,yes,yes,2,7.5,,,0.551732,9,16,16,37.1732,1,1,yes,1,4,no,-16,-18,holdout
KXMLBTOTAL-26AUG141810MIACIN-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-14T23:34:34Z,A,A0,yes,yes,1,9.5,,,0.392086,2,9,9,28.2086,1,1,yes,1,4,no,-9,-11,holdout
KXMLBTOTAL-26AUG141810MIACIN-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-14T23:34:34Z,A,A0,yes,yes,1,10.5,,,0.321956,1,2,2,28.1956,1,1,yes,1,3,no,-2,-4,holdout
KXMLBTOTAL-26AUG141810MIACIN-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-14T23:34:34Z,A,A0,yes,yes,2,8.5,,,0.469713,5,6,6,38.9713,1,1,yes,1,4,no,-6,-8,holdout
KXMLBTOTAL-26AUG141910SDCLE-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-14T23:44:31Z,A,A0,no,no,1,5.5,,,0.739294,58,59,59,11.9294,2,1,yes,1,4,yes,41,38,holdout
KXMLBTOTAL-26AUG141910SDCLE-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-14T23:44:31Z,A,A0,no,no,1,6.5,,,0.670567,48,49,49,15.0567,2,1,yes,1,4,yes,51,48,holdout
KXMLBTOTAL-26AUG141910SDCLE-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-14T23:44:32Z,A,A0,no,no,1,7.5,,,0.551732,35,36,36,16.1732,2,1,yes,1,3,yes,64,61,holdout
KXMLBTOTAL-26AUG141840CWSDET-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-14T23:49:36Z,A,A0,no,no,8,11.5,,,0.269824,81,82,19,51.0176,2,1,no,1,4,yes,-19,-22,holdout
KXMLBTOTAL-26AUG141840CWSDET-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-14T23:49:36Z,A,A0,no,no,7,12.5,,,0.253122,71,72,29,42.6878,2,1,no,1,4,yes,-29,-32,holdout
KXMLBTOTAL-26AUG141915NYYTOR-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-15T00:04:33Z,A,A0,no,no,1,2.5,,,0.942514,84,86,86,6.2514,1,1,yes,1,4,yes,14,12,holdout
KXMLBTOTAL-26AUG141840CWSDET-14,KXMLBTOTAL,KXMLBTOTAL|14,BASEBALL_TOTAL,2026-08-15T00:09:37Z,A,A0,no,no,1,13.5,,,0.300533,39,43,61,5.9467,2,1,no,1,2,yes,-61,-64,holdout
KXMLBTOTAL-26AUG141910WSHNYM-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-15T00:19:40Z,A,A0,yes,yes,1,3.5,,,0.885006,78,80,80,5.5006,2,1,yes,1,4,yes,20,17,holdout
KXMLBTOTAL-26AUG141910WSHNYM-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-15T00:19:40Z,A,A0,yes,yes,1,4.5,,,0.840914,69,70,70,11.0914,2,1,yes,1,4,yes,30,27,holdout
KXMLBTOTAL-26AUG141840CWSDET-17,KXMLBTOTAL,KXMLBTOTAL|17,BASEBALL_TOTAL,2026-08-15T00:24:31Z,A,A0,yes,yes,1,16.5,,,0.373319,19,28,28,6.3319,2,1,yes,1,1,no,-28,-31,holdout
KXMLBTOTAL-26AUG141910SDCLE-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T00:24:32Z,A,A0,yes,yes,1,9.5,,,0.392086,71,73,29,28.7914,2,1,no,1,4,yes,-29,-32,holdout
KXMLBTOTAL-26AUG141910SDCLE-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-15T00:24:32Z,A,A0,yes,yes,1,10.5,,,0.321956,63,64,37,27.8044,2,1,no,1,4,yes,-37,-40,holdout
KXMLBTOTAL-26AUG141910BALTB-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-15T00:34:36Z,A,A0,yes,yes,2,5.5,,,0.739294,88,89,12,12.0706,1,1,no,1,1,yes,-12,-14,holdout
KXMLBTOTAL-26AUG141915NYYTOR-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-15T00:39:47Z,A,A0,yes,yes,2,3.5,,,0.885006,54,55,55,30.5006,2,1,yes,1,4,yes,45,42,holdout
KXMLBTOTAL-26AUG141910SDCLE-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T00:44:33Z,A,A0,yes,yes,1,11.5,,,0.269824,38,40,62,8.0176,2,1,no,1,3,yes,-62,-65,holdout
KXMLBTOTAL-26AUG141915NYYTOR-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-15T00:49:42Z,A,A0,yes,yes,3,4.5,,,0.840914,41,42,42,39.0914,2,1,yes,1,4,no,-42,-45,holdout
KXMLBTOTAL-26AUG141915NYYTOR-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-15T00:49:42Z,A,A0,yes,yes,3,5.5,,,0.739294,25,26,26,44.9294,2,1,yes,1,4,no,-26,-29,holdout
KXMLBTOTAL-26AUG141915NYYTOR-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-15T00:49:42Z,A,A0,yes,yes,2,6.5,,,0.670567,16,18,18,46.0567,2,1,yes,1,4,no,-18,-21,holdout
KXMLBTOTAL-26AUG141915NYYTOR-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-15T00:49:42Z,A,A0,yes,yes,1,7.5,,,0.551732,9,10,10,43.1732,1,1,yes,1,4,no,-10,-12,holdout
KXMLBTOTAL-26AUG141915NYYTOR-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T00:49:43Z,A,A0,yes,yes,2,9.5,,,0.392086,4,5,5,32.2086,1,1,yes,1,4,no,-5,-7,holdout
KXMLBTOTAL-26AUG141915NYYTOR-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-15T00:49:43Z,A,A0,yes,yes,2,10.5,,,0.321956,2,4,4,26.1956,1,1,yes,1,3,no,-4,-6,holdout
KXMLBTOTAL-26AUG141915NYYTOR-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T00:49:43Z,A,A0,yes,yes,2,11.5,,,0.269824,2,3,3,21.9824,1,1,yes,1,3,no,-3,-5,holdout
KXMLBTOTAL-26AUG141915NYYTOR-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-15T00:49:43Z,A,A0,yes,yes,1,8.5,,,0.469713,7,8,8,36.9713,1,1,yes,1,4,no,-8,-10,holdout
KXMLBTOTAL-26AUG141915NYYTOR-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-15T00:49:44Z,A,A0,yes,yes,1,12.5,,,0.253122,1,2,2,21.3122,1,1,yes,1,2,no,-2,-4,holdout
KXMLBTOTAL-26AUG141910WSHNYM-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-15T00:49:44Z,A,A0,no,no,1,5.5,,,0.739294,36,37,37,33.9294,2,1,yes,1,4,no,-37,-40,holdout
KXMLBTOTAL-26AUG141910WSHNYM-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-15T00:49:44Z,A,A0,no,no,1,6.5,,,0.670567,27,28,28,36.0567,2,1,yes,1,4,no,-28,-31,holdout
KXMLBTOTAL-26AUG141910WSHNYM-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-15T00:49:45Z,A,A0,no,no,1,7.5,,,0.551732,13,14,14,39.1732,1,1,yes,1,4,no,-14,-16,holdout
KXMLBTOTAL-26AUG141910WSHNYM-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-15T00:49:45Z,A,A0,no,no,1,8.5,,,0.469713,10,11,11,33.9713,1,1,yes,1,4,no,-11,-13,holdout
KXMLBTOTAL-26AUG141910WSHNYM-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T00:49:46Z,A,A0,no,no,1,9.5,,,0.392086,5,8,8,29.2086,1,1,yes,1,4,no,-8,-10,holdout
KXMLBTOTAL-26AUG141910WSHNYM-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-15T00:49:46Z,A,A0,no,no,1,10.5,,,0.321956,4,5,5,25.1956,1,1,yes,1,3,no,-5,-7,holdout
KXMLBTOTAL-26AUG141910WSHNYM-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T00:49:46Z,A,A0,no,no,1,11.5,,,0.269824,5,6,6,18.9824,1,1,yes,1,2,no,-6,-8,holdout
KXMLBTOTAL-26AUG141910WSHNYM-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-15T00:49:46Z,A,A0,no,no,1,12.5,,,0.253122,4,5,5,18.3122,1,1,yes,1,2,no,-5,-7,holdout
KXMLBTOTAL-26AUG141910WSHNYM-14,KXMLBTOTAL,KXMLBTOTAL|14,BASEBALL_TOTAL,2026-08-15T00:49:46Z,A,A0,yes,yes,1,13.5,,,0.300533,1,2,2,26.0533,1,1,yes,1,3,no,-2,-4,holdout
KXMLBTOTAL-26AUG141915AZATL-2,KXMLBTOTAL,KXMLBTOTAL|2,BASEBALL_TOTAL,2026-08-15T00:54:29Z,A,A0,no,no,1,1.5,,,0.902387,83,84,84,4.2387,1,1,yes,1,4,yes,16,14,holdout
KXMLBTOTAL-26AUG141915AZATL-3,KXMLBTOTAL,KXMLBTOTAL|3,BASEBALL_TOTAL,2026-08-15T00:54:29Z,A,A0,yes,yes,1,2.5,,,0.942514,72,73,73,18.2514,2,1,yes,1,4,no,-73,-76,holdout
KXMLBTOTAL-26AUG141910BALTB-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-15T00:54:29Z,A,A0,no,no,2,7.5,,,0.551732,44,46,46,6.1732,2,1,yes,1,2,yes,54,51,holdout
KXMLBTOTAL-26AUG141915AZATL-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,no,no,2,9.5,,,0.392086,2,4,4,33.2086,1,1,yes,1,4,no,-4,-6,holdout
KXMLBTOTAL-26AUG141915AZATL-4,KXMLBTOTAL,KXMLBTOTAL|4,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,yes,yes,3,3.5,,,0.885006,46,47,47,38.5006,2,1,yes,1,4,no,-47,-50,holdout
KXMLBTOTAL-26AUG141915AZATL-5,KXMLBTOTAL,KXMLBTOTAL|5,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,no,no,1,4.5,,,0.840914,36,37,37,44.0914,2,1,yes,1,4,no,-37,-40,holdout
KXMLBTOTAL-26AUG141915AZATL-6,KXMLBTOTAL,KXMLBTOTAL|6,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,no,no,2,5.5,,,0.739294,21,22,22,48.9294,2,1,yes,1,4,no,-22,-25,holdout
KXMLBTOTAL-26AUG141915AZATL-7,KXMLBTOTAL,KXMLBTOTAL|7,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,yes,yes,1,6.5,,,0.670567,14,17,17,48.0567,1,1,yes,1,4,no,-17,-19,holdout
KXMLBTOTAL-26AUG141915AZATL-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,yes,yes,1,7.5,,,0.551732,8,11,11,42.1732,1,1,yes,1,4,no,-11,-13,holdout
KXMLBTOTAL-26AUG141915AZATL-9,KXMLBTOTAL,KXMLBTOTAL|9,BASEBALL_TOTAL,2026-08-15T00:54:30Z,A,A0,no,no,2,8.5,,,0.469713,5,7,7,37.9713,1,1,yes,1,4,no,-7,-9,holdout
KXMLBTOTAL-26AUG141915AZATL-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-15T00:54:31Z,A,A0,no,no,2,10.5,,,0.321956,4,5,5,25.1956,1,1,yes,1,3,no,-5,-7,holdout
KXMLBTOTAL-26AUG141915AZATL-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T00:54:31Z,A,A0,no,no,2,11.5,,,0.269824,2,6,6,18.9824,1,1,yes,1,2,no,-6,-8,holdout
KXMLBTOTAL-26AUG141840BOSPIT-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T00:54:32Z,A,A0,no,no,3,11.5,,,0.269824,57,58,43,27.0176,2,1,no,1,4,yes,-43,-46,holdout
KXMLBTOTAL-26AUG141840BOSPIT-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-15T00:54:32Z,A,A0,no,no,2,12.5,,,0.253122,38,39,62,9.6878,2,1,no,1,4,no,38,35,holdout
KXMLBTOTAL-26AUG141910SDCLE-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-15T01:04:29Z,A,A0,no,no,3,12.5,,,0.253122,36,39,64,7.6878,2,1,no,1,3,no,36,33,holdout
KXMLBTOTAL-26AUG142010SEAHOU-8,KXMLBTOTAL,KXMLBTOTAL|8,BASEBALL_TOTAL,2026-08-15T01:24:34Z,A,A0,no,no,1,7.5,,,0.551732,95,97,5,37.8268,1,1,no,1,4,yes,-5,-7,holdout
KXMLBTOTAL-26AUG141910BALTB-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T01:24:35Z,A,A0,no,no,3,9.5,,,0.392086,28,29,29,7.2086,2,1,yes,1,1,yes,71,68,holdout
KXMLBTOTAL-26AUG141910BALTB-11,KXMLBTOTAL,KXMLBTOTAL|11,BASEBALL_TOTAL,2026-08-15T01:24:35Z,A,A0,no,no,3,10.5,,,0.321956,20,23,23,6.1956,2,1,yes,1,1,yes,77,74,holdout
KXMLBTOTAL-26AUG141910BALTB-12,KXMLBTOTAL,KXMLBTOTAL|12,BASEBALL_TOTAL,2026-08-15T01:24:35Z,A,A0,yes,yes,1,11.5,,,0.269824,11,13,13,11.9824,1,1,yes,1,2,no,-13,-15,holdout
KXMLBTOTAL-26AUG141910BALTB-13,KXMLBTOTAL,KXMLBTOTAL|13,BASEBALL_TOTAL,2026-08-15T01:24:36Z,A,A0,no,no,4,12.5,,,0.253122,7,9,9,14.3122,1,1,yes,1,2,no,-9,-11,holdout
KXMLBTOTAL-26AUG142010SEAHOU-10,KXMLBTOTAL,KXMLBTOTAL|10,BASEBALL_TOTAL,2026-08-15T01:59:47Z,A,A0,yes,yes,1,9.5,,,0.392086,61,62,39,18.7914,2,1,no,1,4,yes,-39,-42,holdout
